id,asset_id,machine_name,sensor_type,value,unit,timestamp
342,A400,Steam Turbine,temperature,44.91,C,2026-03-03 18:47:58
1821,A100,Gas Compressor,temperature,68.15,C,2026-03-03 18:50:59
979,A400,Steam Turbine,pressure,6.82,bar,2026-03-03 18:54:11
1884,A300,Water Pump,pressure,8.42,bar,2026-03-03 18:54:24
1309,A300,Water Pump,flow_rate,261.05,m3/h,2026-03-03 18:58:35
777,A300,Water Pump,flow_rate,221.73,m3/h,2026-03-03 19:02:21
1342,A100,Gas Compressor,temperature,71.8,C,2026-03-03 19:02:53
1736,A400,Steam Turbine,temperature,56.93,C,2026-03-03 19:03:09
644,A100,Gas Compressor,temperature,53.84,C,2026-03-03 19:04:27
1313,A300,Water Pump,temperature,53.09,C,2026-03-03 19:06:04
888,A300,Water Pump,temperature,46.62,C,2026-03-03 19:06:19
435,A300,Water Pump,flow_rate,239.92,m3/h,2026-03-03 19:08:19
302,A100,Gas Compressor,flow_rate,208.82,m3/h,2026-03-03 19:11:51
765,A100,Gas Compressor,pressure,5.61,bar,2026-03-03 19:11:58
1349,A100,Gas Compressor,flow_rate,286.46,m3/h,2026-03-03 19:17:31
618,A100,Gas Compressor,flow_rate,276.53,m3/h,2026-03-03 19:23:50
1048,A100,Gas Compressor,flow_rate,203.7,m3/h,2026-03-03 19:25:21
816,A200,Heat Exchanger,temperature,49.27,C,2026-03-03 19:32:16
124,A400,Steam Turbine,pressure,10.23,bar,2026-03-03 19:33:58
1686,A300,Water Pump,flow_rate,248.41,m3/h,2026-03-03 19:51:16
736,A200,Heat Exchanger,pressure,5.3,bar,2026-03-03 19:57:39
981,A300,Water Pump,temperature,51.73,C,2026-03-03 19:57:49
330,A200,Heat Exchanger,flow_rate,221.15,m3/h,2026-03-03 20:01:07
1288,A300,Water Pump,temperature,70.1,C,2026-03-03 20:03:47
1245,A200,Heat Exchanger,temperature,39.49,C,2026-03-03 20:07:21
785,A400,Steam Turbine,pressure,6.05,bar,2026-03-03 20:07:28
36,A400,Steam Turbine,flow_rate,216.49,m3/h,2026-03-03 20:08:45
1057,A300,Water Pump,temperature,50.04,C,2026-03-03 20:10:53
1468,A400,Steam Turbine,flow_rate,250.57,m3/h,2026-03-03 20:14:17
335,A400,Steam Turbine,temperature,58.91,C,2026-03-03 20:15:35
595,A200,Heat Exchanger,temperature,59.8,C,2026-03-03 20:16:41
358,A100,Gas Compressor,temperature,57.96,C,2026-03-03 20:21:19
1842,A200,Heat Exchanger,pressure,6.46,bar,2026-03-03 20:24:05
635,A300,Water Pump,flow_rate,260.12,m3/h,2026-03-03 20:36:29
1966,A100,Gas Compressor,pressure,8.82,bar,2026-03-03 20:48:05
1413,A200,Heat Exchanger,temperature,78.44,C,2026-03-03 20:48:45
300,A100,Gas Compressor,flow_rate,248.77,m3/h,2026-03-03 20:49:35
248,A200,Heat Exchanger,temperature,66.32,C,2026-03-03 20:55:09
906,A100,Gas Compressor,flow_rate,269.46,m3/h,2026-03-03 20:56:15
79,A100,Gas Compressor,flow_rate,258.83,m3/h,2026-03-03 21:02:38
1783,A200,Heat Exchanger,temperature,61.97,C,2026-03-03 21:06:45
989,A400,Steam Turbine,temperature,60.62,C,2026-03-03 21:06:45
572,A300,Water Pump,temperature,55.78,C,2026-03-03 21:07:43
1666,A300,Water Pump,temperature,62.24,C,2026-03-03 21:16:10
1417,A400,Steam Turbine,flow_rate,252.97,m3/h,2026-03-03 21:19:35
583,A100,Gas Compressor,temperature,55.09,C,2026-03-03 21:19:52
323,A100,Gas Compressor,temperature,68.96,C,2026-03-03 21:21:46
810,A300,Water Pump,temperature,33.59,C,2026-03-03 21:21:49
1436,A100,Gas Compressor,flow_rate,260.82,m3/h,2026-03-03 21:26:12
1061,A300,Water Pump,temperature,67.11,C,2026-03-03 21:34:25
1219,A100,Gas Compressor,flow_rate,296.67,m3/h,2026-03-03 21:40:58
496,A400,Steam Turbine,temperature,69.66,C,2026-03-03 21:43:18
462,A100,Gas Compressor,temperature,38.9,C,2026-03-03 21:44:59
1768,A200,Heat Exchanger,flow_rate,218.96,m3/h,2026-03-03 21:56:49
455,A300,Water Pump,temperature,35.95,C,2026-03-03 22:04:09
1437,A400,Steam Turbine,temperature,44.2,C,2026-03-03 22:16:45
541,A400,Steam Turbine,flow_rate,237.44,m3/h,2026-03-03 22:42:17
1325,A400,Steam Turbine,pressure,6.42,bar,2026-03-03 22:45:13
1724,A300,Water Pump,flow_rate,230.44,m3/h,2026-03-03 22:54:43
600,A100,Gas Compressor,temperature,70.78,C,2026-03-03 23:02:40
1904,A100,Gas Compressor,pressure,7.76,bar,2026-03-03 23:04:25
596,A100,Gas Compressor,flow_rate,295.36,m3/h,2026-03-03 23:09:04
1314,A200,Heat Exchanger,temperature,55.98,C,2026-03-03 23:11:53
213,A100,Gas Compressor,pressure,5.17,bar,2026-03-03 23:12:46
508,A400,Steam Turbine,pressure,10.12,bar,2026-03-03 23:13:07
622,A200,Heat Exchanger,pressure,8.12,bar,2026-03-03 23:17:47
887,A300,Water Pump,temperature,62.85,C,2026-03-03 23:21:17
973,A200,Heat Exchanger,flow_rate,296.62,m3/h,2026-03-03 23:28:42
1938,A300,Water Pump,pressure,7.74,bar,2026-03-03 23:33:41
1130,A100,Gas Compressor,temperature,32.02,C,2026-03-03 23:35:47
74,A200,Heat Exchanger,temperature,72.73,C,2026-03-03 23:44:09
858,A100,Gas Compressor,temperature,49.03,C,2026-03-03 23:51:35
725,A100,Gas Compressor,flow_rate,202.77,m3/h,2026-03-03 23:55:03
1447,A400,Steam Turbine,temperature,72.98,C,2026-03-03 23:56:53
1030,A200,Heat Exchanger,pressure,6.62,bar,2026-03-03 23:57:11
1812,A300,Water Pump,flow_rate,296.83,m3/h,2026-03-04 00:01:35
1083,A100,Gas Compressor,flow_rate,233.08,m3/h,2026-03-04 00:02:41
690,A400,Steam Turbine,pressure,4.9,bar,2026-03-04 00:04:57
1116,A400,Steam Turbine,pressure,6.53,bar,2026-03-04 00:11:01
1750,A200,Heat Exchanger,flow_rate,265.47,m3/h,2026-03-04 00:12:34
527,A100,Gas Compressor,flow_rate,283.56,m3/h,2026-03-04 00:15:07
273,A100,Gas Compressor,temperature,34.07,C,2026-03-04 00:15:17
1663,A200,Heat Exchanger,flow_rate,272.79,m3/h,2026-03-04 00:24:27
1471,A400,Steam Turbine,pressure,9.5,bar,2026-03-04 00:24:31
661,A400,Steam Turbine,temperature,30.67,C,2026-03-04 00:27:22
559,A400,Steam Turbine,temperature,75.32,C,2026-03-04 00:28:29
328,A300,Water Pump,pressure,11.46,bar,2026-03-04 00:29:44
1163,A200,Heat Exchanger,temperature,47.91,C,2026-03-04 00:30:44
846,A300,Water Pump,temperature,44.38,C,2026-03-04 00:36:18
523,A300,Water Pump,pressure,9.62,bar,2026-03-04 00:38:32
386,A400,Steam Turbine,temperature,41.46,C,2026-03-04 00:48:27
613,A200,Heat Exchanger,temperature,72.63,C,2026-03-04 00:50:51
1876,A200,Heat Exchanger,flow_rate,221.99,m3/h,2026-03-04 01:00:31
1669,A100,Gas Compressor,temperature,36.43,C,2026-03-04 01:00:54
703,A200,Heat Exchanger,flow_rate,263.53,m3/h,2026-03-04 01:05:16
667,A400,Steam Turbine,temperature,76.06,C,2026-03-04 01:10:12
982,A400,Steam Turbine,temperature,37.5,C,2026-03-04 01:11:19
1091,A100,Gas Compressor,temperature,53.76,C,2026-03-04 01:17:33
1096,A300,Water Pump,flow_rate,281.64,m3/h,2026-03-04 01:19:57
1145,A200,Heat Exchanger,pressure,10.4,bar,2026-03-04 01:22:22
1941,A300,Water Pump,temperature,60.82,C,2026-03-04 01:33:57
787,A200,Heat Exchanger,pressure,10.31,bar,2026-03-04 01:41:19
169,A100,Gas Compressor,temperature,46.22,C,2026-03-04 01:45:48
1118,A300,Water Pump,temperature,67.38,C,2026-03-04 01:47:37
341,A300,Water Pump,temperature,59.23,C,2026-03-04 01:52:23
776,A200,Heat Exchanger,pressure,8.05,bar,2026-03-04 01:53:07
21,A400,Steam Turbine,flow_rate,265.31,m3/h,2026-03-04 01:54:22
590,A300,Water Pump,temperature,47.33,C,2026-03-04 01:55:06
889,A200,Heat Exchanger,temperature,37.5,C,2026-03-04 02:01:06
1820,A300,Water Pump,flow_rate,223.29,m3/h,2026-03-04 02:01:48
1945,A200,Heat Exchanger,pressure,4.71,bar,2026-03-04 02:05:23
1952,A100,Gas Compressor,flow_rate,214.25,m3/h,2026-03-04 02:06:55
834,A400,Steam Turbine,flow_rate,240.52,m3/h,2026-03-04 02:09:58
1946,A300,Water Pump,pressure,9.02,bar,2026-03-04 02:12:59
1675,A100,Gas Compressor,temperature,34.94,C,2026-03-04 02:20:48
1410,A200,Heat Exchanger,temperature,73.2,C,2026-03-04 02:22:39
1742,A200,Heat Exchanger,temperature,55.49,C,2026-03-04 02:25:27
1190,A200,Heat Exchanger,flow_rate,259.06,m3/h,2026-03-04 02:26:19
1143,A100,Gas Compressor,temperature,71.12,C,2026-03-04 02:26:35
1513,A100,Gas Compressor,flow_rate,222.94,m3/h,2026-03-04 02:28:54
1167,A300,Water Pump,flow_rate,228.83,m3/h,2026-03-04 02:32:24
602,A400,Steam Turbine,pressure,10.06,bar,2026-03-04 02:33:02
809,A300,Water Pump,flow_rate,295.14,m3/h,2026-03-04 02:33:15
611,A300,Water Pump,flow_rate,222.15,m3/h,2026-03-04 02:35:26
388,A100,Gas Compressor,temperature,32.55,C,2026-03-04 02:36:29
729,A400,Steam Turbine,temperature,48.32,C,2026-03-04 02:37:32
1399,A100,Gas Compressor,flow_rate,287.79,m3/h,2026-03-04 02:42:46
1626,A400,Steam Turbine,pressure,11.32,bar,2026-03-04 02:45:29
1089,A100,Gas Compressor,temperature,65.78,C,2026-03-04 02:47:48
694,A400,Steam Turbine,temperature,65.23,C,2026-03-04 02:50:39
497,A400,Steam Turbine,temperature,66.34,C,2026-03-04 02:50:43
1329,A100,Gas Compressor,temperature,39.44,C,2026-03-04 02:51:56
444,A300,Water Pump,pressure,11.51,bar,2026-03-04 02:53:27
851,A300,Water Pump,flow_rate,271.25,m3/h,2026-03-04 02:54:21
88,A100,Gas Compressor,temperature,55.87,C,2026-03-04 02:55:45
1095,A100,Gas Compressor,flow_rate,209.65,m3/h,2026-03-04 02:56:09
1448,A400,Steam Turbine,pressure,4.61,bar,2026-03-04 02:56:33
588,A100,Gas Compressor,pressure,11.43,bar,2026-03-04 02:57:20
899,A400,Steam Turbine,pressure,7.68,bar,2026-03-04 03:05:25
665,A200,Heat Exchanger,flow_rate,210.13,m3/h,2026-03-04 03:05:49
1822,A200,Heat Exchanger,pressure,6.23,bar,2026-03-04 03:06:46
1803,A400,Steam Turbine,temperature,65.5,C,2026-03-04 03:07:02
1092,A100,Gas Compressor,flow_rate,200.97,m3/h,2026-03-04 03:12:07
23,A400,Steam Turbine,temperature,63.74,C,2026-03-04 03:14:56
885,A100,Gas Compressor,temperature,47.94,C,2026-03-04 03:15:09
1242,A200,Heat Exchanger,pressure,7.98,bar,2026-03-04 03:15:38
1173,A100,Gas Compressor,temperature,57.13,C,2026-03-04 03:16:20
811,A300,Water Pump,flow_rate,292.97,m3/h,2026-03-04 03:18:22
1865,A200,Heat Exchanger,temperature,33.0,C,2026-03-04 03:20:27
1293,A100,Gas Compressor,temperature,39.66,C,2026-03-04 03:23:29
1977,A300,Water Pump,flow_rate,286.12,m3/h,2026-03-04 03:24:04
871,A200,Heat Exchanger,temperature,49.81,C,2026-03-04 03:24:09
226,A400,Steam Turbine,flow_rate,265.23,m3/h,2026-03-04 03:30:38
510,A400,Steam Turbine,flow_rate,291.22,m3/h,2026-03-04 03:31:17
18,A300,Water Pump,flow_rate,231.54,m3/h,2026-03-04 03:32:05
837,A100,Gas Compressor,pressure,8.75,bar,2026-03-04 03:35:30
692,A200,Heat Exchanger,pressure,9.72,bar,2026-03-04 03:36:08
720,A100,Gas Compressor,temperature,64.91,C,2026-03-04 03:36:42
1891,A300,Water Pump,pressure,8.58,bar,2026-03-04 03:37:06
208,A400,Steam Turbine,temperature,76.17,C,2026-03-04 03:37:20
373,A100,Gas Compressor,temperature,72.42,C,2026-03-04 03:42:24
1874,A100,Gas Compressor,temperature,79.22,C,2026-03-04 03:44:02
735,A100,Gas Compressor,temperature,75.2,C,2026-03-04 03:49:45
1566,A100,Gas Compressor,flow_rate,249.99,m3/h,2026-03-04 03:52:03
923,A300,Water Pump,pressure,9.78,bar,2026-03-04 03:56:40
869,A100,Gas Compressor,pressure,10.27,bar,2026-03-04 03:58:54
1987,A200,Heat Exchanger,temperature,52.98,C,2026-03-04 03:59:51
183,A300,Water Pump,temperature,65.43,C,2026-03-04 04:00:42
177,A300,Water Pump,pressure,7.34,bar,2026-03-04 04:03:00
1254,A400,Steam Turbine,flow_rate,233.57,m3/h,2026-03-04 04:05:39
347,A200,Heat Exchanger,temperature,40.88,C,2026-03-04 04:07:53
1221,A300,Water Pump,pressure,4.01,bar,2026-03-04 04:09:19
564,A300,Water Pump,pressure,10.44,bar,2026-03-04 04:11:35
631,A300,Water Pump,temperature,54.08,C,2026-03-04 04:15:31
171,A400,Steam Turbine,flow_rate,288.6,m3/h,2026-03-04 04:15:48
1840,A200,Heat Exchanger,pressure,4.85,bar,2026-03-04 04:17:22
648,A300,Water Pump,flow_rate,291.39,m3/h,2026-03-04 04:21:48
487,A400,Steam Turbine,temperature,56.62,C,2026-03-04 04:22:44
570,A300,Water Pump,temperature,47.01,C,2026-03-04 04:24:37
1914,A400,Steam Turbine,pressure,9.06,bar,2026-03-04 04:30:03
1395,A100,Gas Compressor,flow_rate,279.68,m3/h,2026-03-04 04:31:17
1215,A300,Water Pump,pressure,7.97,bar,2026-03-04 04:33:43
1586,A100,Gas Compressor,temperature,62.12,C,2026-03-04 04:34:45
261,A400,Steam Turbine,temperature,75.56,C,2026-03-04 04:35:40
1383,A200,Heat Exchanger,flow_rate,296.51,m3/h,2026-03-04 04:37:39
1475,A200,Heat Exchanger,temperature,36.23,C,2026-03-04 04:45:37
928,A300,Water Pump,temperature,70.94,C,2026-03-04 04:46:31
97,A100,Gas Compressor,flow_rate,258.64,m3/h,2026-03-04 04:47:21
1561,A300,Water Pump,flow_rate,269.44,m3/h,2026-03-04 04:48:00
1722,A400,Steam Turbine,flow_rate,223.87,m3/h,2026-03-04 04:48:09
1763,A200,Heat Exchanger,flow_rate,223.0,m3/h,2026-03-04 04:48:47
276,A400,Steam Turbine,flow_rate,272.22,m3/h,2026-03-04 04:51:36
522,A400,Steam Turbine,flow_rate,290.85,m3/h,2026-03-04 04:52:14
821,A100,Gas Compressor,flow_rate,254.28,m3/h,2026-03-04 04:58:45
380,A100,Gas Compressor,pressure,9.82,bar,2026-03-04 04:59:02
48,A300,Water Pump,flow_rate,213.55,m3/h,2026-03-04 05:00:59
1757,A300,Water Pump,flow_rate,278.72,m3/h,2026-03-04 05:02:34
890,A200,Heat Exchanger,temperature,47.93,C,2026-03-04 05:09:06
1484,A200,Heat Exchanger,flow_rate,201.13,m3/h,2026-03-04 05:13:20
655,A400,Steam Turbine,pressure,6.35,bar,2026-03-04 05:14:30
1911,A100,Gas Compressor,pressure,7.68,bar,2026-03-04 05:19:01
1530,A400,Steam Turbine,flow_rate,279.73,m3/h,2026-03-04 05:19:30
1836,A100,Gas Compressor,flow_rate,291.1,m3/h,2026-03-04 05:22:14
1409,A300,Water Pump,flow_rate,222.09,m3/h,2026-03-04 05:24:02
1442,A400,Steam Turbine,pressure,8.23,bar,2026-03-04 05:24:05
1847,A200,Heat Exchanger,temperature,50.91,C,2026-03-04 05:25:37
604,A400,Steam Turbine,pressure,10.11,bar,2026-03-04 05:32:03
1758,A300,Water Pump,pressure,6.71,bar,2026-03-04 05:34:29
1649,A100,Gas Compressor,pressure,4.96,bar,2026-03-04 05:35:34
1465,A300,Water Pump,temperature,45.57,C,2026-03-04 05:38:54
1282,A100,Gas Compressor,pressure,10.69,bar,2026-03-04 05:39:11
1371,A200,Heat Exchanger,pressure,11.24,bar,2026-03-04 05:41:02
1615,A400,Steam Turbine,pressure,6.64,bar,2026-03-04 05:41:28
244,A200,Heat Exchanger,flow_rate,239.98,m3/h,2026-03-04 05:41:37
1723,A400,Steam Turbine,temperature,33.29,C,2026-03-04 05:41:56
460,A300,Water Pump,pressure,9.11,bar,2026-03-04 05:42:34
727,A200,Heat Exchanger,flow_rate,248.01,m3/h,2026-03-04 05:48:08
1956,A200,Heat Exchanger,pressure,7.77,bar,2026-03-04 05:55:48
1368,A100,Gas Compressor,pressure,4.54,bar,2026-03-04 06:04:22
1122,A400,Steam Turbine,flow_rate,242.45,m3/h,2026-03-04 06:05:20
566,A200,Heat Exchanger,temperature,72.03,C,2026-03-04 06:11:03
1811,A300,Water Pump,pressure,10.4,bar,2026-03-04 06:17:47
538,A300,Water Pump,pressure,5.6,bar,2026-03-04 06:23:07
1634,A200,Heat Exchanger,flow_rate,278.4,m3/h,2026-03-04 06:25:00
1576,A400,Steam Turbine,flow_rate,206.27,m3/h,2026-03-04 06:26:30
442,A100,Gas Compressor,flow_rate,277.33,m3/h,2026-03-04 06:29:32
1825,A100,Gas Compressor,flow_rate,234.82,m3/h,2026-03-04 06:31:31
1191,A300,Water Pump,flow_rate,208.9,m3/h,2026-03-04 06:32:08
868,A200,Heat Exchanger,temperature,70.57,C,2026-03-04 06:32:13
666,A200,Heat Exchanger,pressure,8.1,bar,2026-03-04 06:32:25
786,A100,Gas Compressor,flow_rate,231.84,m3/h,2026-03-04 06:34:23
368,A100,Gas Compressor,flow_rate,286.83,m3/h,2026-03-04 06:37:53
733,A100,Gas Compressor,flow_rate,202.52,m3/h,2026-03-04 06:38:19
1237,A400,Steam Turbine,temperature,48.24,C,2026-03-04 06:43:37
531,A400,Steam Turbine,temperature,75.11,C,2026-03-04 06:47:39
1031,A300,Water Pump,flow_rate,296.41,m3/h,2026-03-04 06:49:01
1961,A200,Heat Exchanger,temperature,63.55,C,2026-03-04 06:51:27
107,A100,Gas Compressor,pressure,5.79,bar,2026-03-04 06:56:20
1856,A400,Steam Turbine,pressure,11.15,bar,2026-03-04 07:04:06
502,A200,Heat Exchanger,temperature,56.56,C,2026-03-04 07:05:59
1712,A100,Gas Compressor,flow_rate,260.88,m3/h,2026-03-04 07:06:20
1731,A400,Steam Turbine,pressure,8.89,bar,2026-03-04 07:11:32
1679,A400,Steam Turbine,pressure,11.03,bar,2026-03-04 07:11:58
1555,A200,Heat Exchanger,temperature,43.14,C,2026-03-04 07:21:44
1866,A200,Heat Exchanger,flow_rate,255.97,m3/h,2026-03-04 07:24:14
1495,A300,Water Pump,flow_rate,290.5,m3/h,2026-03-04 07:25:20
519,A400,Steam Turbine,temperature,33.26,C,2026-03-04 07:30:25
528,A200,Heat Exchanger,pressure,4.36,bar,2026-03-04 07:36:22
1592,A100,Gas Compressor,pressure,11.04,bar,2026-03-04 07:39:49
449,A100,Gas Compressor,pressure,8.45,bar,2026-03-04 07:41:10
1984,A200,Heat Exchanger,temperature,68.19,C,2026-03-04 07:41:31
1759,A200,Heat Exchanger,flow_rate,231.62,m3/h,2026-03-04 07:47:10
1296,A200,Heat Exchanger,temperature,43.6,C,2026-03-04 07:47:38
1019,A300,Water Pump,temperature,79.26,C,2026-03-04 07:48:03
953,A100,Gas Compressor,pressure,4.15,bar,2026-03-04 07:50:31
939,A400,Steam Turbine,pressure,9.95,bar,2026-03-04 07:56:14
274,A300,Water Pump,flow_rate,296.64,m3/h,2026-03-04 08:09:22
1690,A400,Steam Turbine,temperature,36.12,C,2026-03-04 08:12:56
211,A200,Heat Exchanger,temperature,58.14,C,2026-03-04 08:14:07
1658,A300,Water Pump,temperature,30.82,C,2026-03-04 08:16:19
334,A100,Gas Compressor,flow_rate,209.65,m3/h,2026-03-04 08:19:22
1317,A100,Gas Compressor,flow_rate,212.42,m3/h,2026-03-04 08:22:34
160,A400,Steam Turbine,temperature,71.13,C,2026-03-04 08:24:46
743,A300,Water Pump,flow_rate,206.34,m3/h,2026-03-04 08:25:28
619,A400,Steam Turbine,temperature,58.29,C,2026-03-04 08:33:05
193,A200,Heat Exchanger,pressure,8.24,bar,2026-03-04 08:34:10
1369,A300,Water Pump,temperature,77.62,C,2026-03-04 08:34:55
1981,A100,Gas Compressor,pressure,10.6,bar,2026-03-04 08:36:38
1378,A300,Water Pump,temperature,61.5,C,2026-03-04 08:45:14
1256,A300,Water Pump,temperature,74.35,C,2026-03-04 08:46:06
993,A100,Gas Compressor,temperature,71.21,C,2026-03-04 08:46:37
1300,A400,Steam Turbine,temperature,42.51,C,2026-03-04 08:48:22
963,A300,Water Pump,pressure,8.33,bar,2026-03-04 08:48:22
639,A300,Water Pump,pressure,4.12,bar,2026-03-04 08:51:16
399,A400,Steam Turbine,flow_rate,296.71,m3/h,2026-03-04 08:52:35
385,A100,Gas Compressor,pressure,9.72,bar,2026-03-04 08:56:17
285,A300,Water Pump,flow_rate,220.56,m3/h,2026-03-04 08:57:58
1802,A300,Water Pump,temperature,38.44,C,2026-03-04 09:03:48
413,A200,Heat Exchanger,temperature,44.04,C,2026-03-04 09:06:11
56,A200,Heat Exchanger,temperature,72.4,C,2026-03-04 09:06:28
1800,A200,Heat Exchanger,flow_rate,200.2,m3/h,2026-03-04 09:07:39
1852,A400,Steam Turbine,temperature,71.36,C,2026-03-04 09:17:51
1335,A400,Steam Turbine,pressure,8.04,bar,2026-03-04 09:20:16
707,A400,Steam Turbine,pressure,8.92,bar,2026-03-04 09:20:36
795,A300,Water Pump,pressure,8.32,bar,2026-03-04 09:22:18
1848,A100,Gas Compressor,temperature,48.02,C,2026-03-04 09:22:27
425,A300,Water Pump,pressure,6.91,bar,2026-03-04 09:29:35
1655,A200,Heat Exchanger,temperature,42.49,C,2026-03-04 09:29:58
1664,A400,Steam Turbine,temperature,76.21,C,2026-03-04 09:33:37
1208,A200,Heat Exchanger,flow_rate,255.92,m3/h,2026-03-04 09:33:42
1098,A100,Gas Compressor,temperature,61.15,C,2026-03-04 09:43:45
861,A200,Heat Exchanger,flow_rate,210.08,m3/h,2026-03-04 09:47:16
1968,A400,Steam Turbine,flow_rate,288.53,m3/h,2026-03-04 09:53:39
653,A300,Water Pump,flow_rate,281.4,m3/h,2026-03-04 09:59:04
1474,A300,Water Pump,flow_rate,215.94,m3/h,2026-03-04 10:04:17
1504,A200,Heat Exchanger,flow_rate,288.12,m3/h,2026-03-04 10:07:37
1927,A100,Gas Compressor,temperature,67.91,C,2026-03-04 10:15:10
280,A100,Gas Compressor,temperature,77.25,C,2026-03-04 10:22:05
1571,A100,Gas Compressor,flow_rate,244.69,m3/h,2026-03-04 10:29:30
409,A400,Steam Turbine,temperature,61.54,C,2026-03-04 10:33:27
242,A400,Steam Turbine,temperature,51.19,C,2026-03-04 10:37:24
1029,A100,Gas Compressor,pressure,5.88,bar,2026-03-04 10:38:35
512,A300,Water Pump,temperature,40.01,C,2026-03-04 10:39:40
1872,A300,Water Pump,pressure,4.13,bar,2026-03-04 10:51:49
29,A300,Water Pump,pressure,11.84,bar,2026-03-04 10:52:47
1727,A400,Steam Turbine,pressure,8.83,bar,2026-03-04 10:54:38
1068,A100,Gas Compressor,flow_rate,217.48,m3/h,2026-03-04 10:55:56
103,A400,Steam Turbine,temperature,47.36,C,2026-03-04 11:00:05
1510,A400,Steam Turbine,flow_rate,214.69,m3/h,2026-03-04 11:05:37
603,A100,Gas Compressor,pressure,11.56,bar,2026-03-04 11:20:01
943,A300,Water Pump,pressure,9.49,bar,2026-03-04 11:22:38
1621,A200,Heat Exchanger,temperature,67.28,C,2026-03-04 11:27:08
784,A100,Gas Compressor,flow_rate,203.34,m3/h,2026-03-04 11:27:42
652,A300,Water Pump,pressure,10.49,bar,2026-03-04 11:42:49
1416,A100,Gas Compressor,flow_rate,245.39,m3/h,2026-03-04 11:43:32
952,A300,Water Pump,flow_rate,209.27,m3/h,2026-03-04 11:51:14
1458,A200,Heat Exchanger,pressure,11.9,bar,2026-03-04 11:52:26
1605,A200,Heat Exchanger,temperature,46.43,C,2026-03-04 12:03:46
310,A200,Heat Exchanger,temperature,51.09,C,2026-03-04 12:31:44
580,A400,Steam Turbine,pressure,4.79,bar,2026-03-04 12:31:54
788,A200,Heat Exchanger,flow_rate,263.07,m3/h,2026-03-04 12:36:03
1238,A100,Gas Compressor,flow_rate,245.85,m3/h,2026-03-04 12:36:38
1227,A300,Water Pump,temperature,45.53,C,2026-03-04 12:40:03
155,A100,Gas Compressor,temperature,61.94,C,2026-03-04 12:40:05
1090,A300,Water Pump,flow_rate,277.44,m3/h,2026-03-04 12:40:12
414,A100,Gas Compressor,pressure,7.59,bar,2026-03-04 12:42:50
1033,A400,Steam Turbine,flow_rate,293.18,m3/h,2026-03-04 12:44:51
1719,A400,Steam Turbine,pressure,5.45,bar,2026-03-04 13:00:46
287,A300,Water Pump,temperature,33.95,C,2026-03-04 13:05:36
219,A200,Heat Exchanger,temperature,53.53,C,2026-03-04 13:07:20
1765,A400,Steam Turbine,temperature,49.81,C,2026-03-04 13:10:40
1407,A200,Heat Exchanger,temperature,39.9,C,2026-03-04 13:11:46
917,A200,Heat Exchanger,flow_rate,247.01,m3/h,2026-03-04 13:14:50
521,A300,Water Pump,temperature,77.27,C,2026-03-04 13:18:46
817,A400,Steam Turbine,flow_rate,258.78,m3/h,2026-03-04 13:23:20
807,A100,Gas Compressor,pressure,11.33,bar,2026-03-04 13:27:34
609,A200,Heat Exchanger,flow_rate,228.15,m3/h,2026-03-04 13:29:48
1139,A100,Gas Compressor,pressure,10.28,bar,2026-03-04 13:34:08
1202,A400,Steam Turbine,temperature,44.27,C,2026-03-04 13:38:39
84,A100,Gas Compressor,flow_rate,295.75,m3/h,2026-03-04 13:45:58
1034,A200,Heat Exchanger,pressure,6.41,bar,2026-03-04 13:50:00
1799,A400,Steam Turbine,temperature,48.07,C,2026-03-04 13:54:42
1944,A400,Steam Turbine,pressure,10.52,bar,2026-03-04 13:56:27
63,A400,Steam Turbine,flow_rate,217.1,m3/h,2026-03-04 13:58:58
1308,A300,Water Pump,flow_rate,256.69,m3/h,2026-03-04 14:04:29
1496,A300,Water Pump,flow_rate,229.28,m3/h,2026-03-04 14:06:42
1488,A100,Gas Compressor,flow_rate,217.5,m3/h,2026-03-04 14:13:20
451,A300,Water Pump,flow_rate,220.1,m3/h,2026-03-04 14:16:31
1360,A300,Water Pump,flow_rate,255.97,m3/h,2026-03-04 14:17:19
565,A100,Gas Compressor,pressure,10.76,bar,2026-03-04 14:24:37
977,A400,Steam Turbine,flow_rate,239.88,m3/h,2026-03-04 14:46:04
1548,A200,Heat Exchanger,pressure,10.76,bar,2026-03-04 14:49:04
427,A400,Steam Turbine,pressure,9.63,bar,2026-03-04 14:51:17
24,A200,Heat Exchanger,temperature,39.83,C,2026-03-04 14:52:48
1016,A400,Steam Turbine,temperature,66.47,C,2026-03-04 14:52:50
1247,A400,Steam Turbine,pressure,7.08,bar,2026-03-04 14:55:16
957,A100,Gas Compressor,temperature,66.56,C,2026-03-04 14:57:33
170,A300,Water Pump,temperature,38.59,C,2026-03-04 14:58:15
1404,A200,Heat Exchanger,flow_rate,200.01,m3/h,2026-03-04 14:58:44
1105,A300,Water Pump,flow_rate,208.25,m3/h,2026-03-04 14:59:34
907,A100,Gas Compressor,flow_rate,212.11,m3/h,2026-03-04 15:00:03
1373,A200,Heat Exchanger,pressure,11.66,bar,2026-03-04 15:00:50
1359,A200,Heat Exchanger,temperature,38.16,C,2026-03-04 15:01:03
1284,A200,Heat Exchanger,temperature,65.9,C,2026-03-04 15:03:41
1543,A300,Water Pump,temperature,59.15,C,2026-03-04 15:17:33
